set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set12,Set12-Q036,Azure management & governance,Resource organization,medium,single,Apply common RBAC/policies to child subscriptions:,Management Groups,Resource groups,Tags,Private DNS,,,A,Management Groups enable inheritance to subscriptions.,,governance;mg
Set12,Set12-Q037,Azure management & governance,Monitoring & audit,easy,single,Which log captures control‑plane operations?,Activity Log,App Insights traces,Metric logs,Firewall logs,,,A,Activity Log tracks create/update/delete operations in Azure.,,monitoring;activity-log
Set12,Set12-Q038,Azure management & governance,Compliance,easy,single,Automate data discovery and lineage across data sources:,Microsoft Purview,Azure Monitor,Azure Data Box,DDoS Standard,,,A,Purview catalogs data and lineage for governance.,,compliance;purview
Set12,Set12-Q039,Azure management & governance,Identity & access,medium,single,Require device compliance for access:,Conditional Access with device filters,NSG rule,UDR,ExpressRoute filter,,,A,Conditional Access can require compliant devices for access.,,identity;device-compliance
Set12,Set12-Q040,Azure management & governance,Governance,hard,single,Package multiple policy assignments and RBAC into a repeatable subscription setup:,Landing zone implementation,Manual portal steps,Single tag,Activity Log,,,A,Landing zones codify guardrails and structure for new subs.,,governance;landing-zones
Set13,Set13-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which quality lets teams experiment rapidly with lower upfront risk?,Agility,Elasticity,High latency,On-premises only,,,A,Agility accelerates iterations and innovation using cloud services.,,benefits;agility
Set13,Set13-Q002,Cloud concepts,Shared responsibility,easy,multi,"In PaaS web apps, which TWO remain your responsibility? (choose two)",Application code,OS patching,Network hardware,Data protection,,,A;D,Provider manages OS/platform; you handle code and data security.,,security;responsibility
Set13,Set13-Q003,Cloud concepts,Cloud types,medium,single,A bank must keep sensitive workloads on-prem but wants Azure AI services. Which model?,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid permits a mix of on‑prem and public cloud services.,,cloud;hybrid
Set13,Set13-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool forecasts future spend using trends and budgets?,Cost Management (Forecast),Pricing Calculator,Service Health,Azure Policy,,,A,Cost Management includes forecast views to project spend.,,pricing;forecast
Set13,Set13-Q005,Cloud concepts,Reliability & resiliency,easy,single,Which option increases regional resiliency across pairs?,"Geo‑redundant services (e.g., GRS)",Availability Zones only,Tags,RBAC,,,A,Geo redundancy replicates data to a paired region for DR.,,resiliency;geo
Set13,Set13-Q006,Cloud concepts,Scalability,medium,single,Which is an example of horizontal scaling?,Add more instances behind a load balancer,Increase VM size from D2 to D8,Add tags,Create budgets,,,A,Horizontal scaling = scale out by adding instances.,,scaling;horizontal
Set13,Set13-Q007,Cloud concepts,SLA,easy,single,Which statement about preview services is TRUE?,They typically have no SLA,They have higher SLA,They’re only on‑prem,They always include WAF,,,A,Preview/preview features generally do not carry an SLA.,,sla;preview
Set13,Set13-Q008,Cloud concepts,Security baseline,easy,single,Which practice reduces blast radius in the cloud?,Segmentation and least privilege,Use one global admin for all,Open RDP to internet,Disable logs,,,A,Network segmentation + least privilege limit impact of compromise.,,security;baseline
Set13,Set13-Q009,Cloud concepts,Economics,medium,single,Which is a cost optimization practice for storage?,Lifecycle policies to move to cooler tiers,Keep all hot,Use premium for archives,Disable monitoring,,,A,Lifecycle rules move older data to cool/archive to save cost.,,cost;storage
Set13,Set13-Q010,Cloud concepts,Cloud adoption,hard,single,"Which framework helps plan strategy, ready, and govern phases?",Microsoft Cloud Adoption Framework,ITIL only,Waterfall PMBOK,PRINCE2,,,A,"CAF provides guidance for strategy, ready, migrate, innovate, govern, manage.",,caf
Set13,Set13-Q011,Cloud concepts,Identity,easy,single,Which phrase best describes conditional access?,If‑this‑then‑that policies for access decisions,Firewall NAT rules,DNS‑based routing,VM access only,,,A,"Conditional Access evaluates signals (user, device, risk) to allow/deny.",,identity;conditional-access
Set13,Set13-Q012,Azure architecture & services,Compute options,medium,single,Choose a service to run stateful enterprise apps with container orchestrator control:,Azure Kubernetes Service,Azure Functions,Azure Container Instances,App Service,,,A,AKS provides full Kubernetes control for stateful/stateless apps.,,containers;aks
Set13,Set13-Q013,Azure architecture & services,Compute options,easy,single,Lift‑and‑shift Windows Server with minimal changes:,Azure Virtual Machines,Azure Functions,Azure Web PubSub,Azure Front Door,,,A,VMs give VM‑level control for lift‑and‑shift.,,compute;iaas
Set13,Set13-Q014,Azure architecture & services,Serverless,easy,single,Which trigger type is NOT native to Functions?,GPU kernel trigger,HTTP trigger,Timer trigger,Queue trigger,,,A,Functions have many triggers but no GPU‑kernel trigger type.,,functions;triggers
Set13,Set13-Q015,Azure architecture & services,App Service,medium,single,Which authentication option offloads sign‑in to Entra ID?,Easy Auth (App Service Authentication),NSG rule,ExpressRoute,Runbook,,,A,App Service built‑in auth integrates with Entra ID and others.,,app-service;auth
Set13,Set13-Q016,Azure architecture & services,Storage,easy,single,Choose the best option for big data analytics with a hierarchical namespace:,Azure Data Lake Storage Gen2,Azure Files,Azure Disks,Queue Storage,,,A,ADLS Gen2 builds on Blob with HNS for analytics workloads.,,storage;adls
Set13,Set13-Q017,Azure architecture & services,Storage,easy,single,Which Blob feature optimizes cost for append‑only logs?,Append blobs,Page blobs,Block blobs,SMB shares,,,A,Append blobs are optimized for append‑heavy scenarios like logs.,,storage;append
Set13,Set13-Q018,Azure architecture & services,Storage security,medium,single,Which feature provides customer‑managed keys for SSE in Storage?,CMK via Key Vault,Only Microsoft‑managed keys,Disable encryption,Local certs only,,,A,You can manage encryption keys via Key Vault (CMK).,,storage;cmk
Set13,Set13-Q019,Azure architecture & services,Databases,easy,single,Best option for distributed relational reads with read replicas:,Azure Database for PostgreSQL (Flexible Server),Cosmos DB,Azure SQL MI,Azure Cache for Redis,,,A,Flexible Server supports read replicas for scaling reads.,,database;postgres
Set13,Set13-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB API offers document model with SQL‑like queries?,Core (SQL) API,MongoDB API,Cassandra API,Gremlin API,,,A,Core (SQL) API provides document model and SQL‑like queries.,,database;cosmos
Set13,Set13-Q021,Azure architecture & services,Networking,medium,single,Publish a private DNS zone for PaaS private endpoints:,Azure Private DNS,Public DNS only,Traffic Manager,Front Door,,,A,Private DNS zones resolve private endpoints within VNets.,,network;private-dns
Set13,Set13-Q022,Azure architecture & services,Networking,easy,single,Which ensures outbound SNAT for private instances to the internet?,NAT Gateway,NSG,Application Gateway,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set13,Set13-Q023,Azure architecture & services,Networking,easy,single,Distribute traffic across VMs at layer 4:,Azure Load Balancer,Application Gateway,Front Door,Traffic Manager,,,A,Azure Load Balancer operates at L4 (TCP/UDP).,,network;load-balancer
Set13,Set13-Q024,Azure architecture & services,Networking,medium,single,Which offers TLS termination and path‑based routing for web apps?,Application Gateway,Standard Load Balancer,Traffic Manager,NAT Gateway,,,A,App Gateway provides L7 features incl. TLS termination and routing.,,loadbalancing;appgw
Set13,Set13-Q025,Azure architecture & services,Monitoring,easy,single,"Correlate distributed traces, requests, and dependencies:",Application Insights,Azure Advisor,Activity Log,Azure Backup,,,A,App Insights is APM for apps and services.,,monitoring;app-insights
Set13,Set13-Q026,Azure architecture & services,Monitoring,easy,single,Which can visualize multiple metrics/logs with rich templates?,Azure Monitor Workbooks,Activity Log,Budget alerts,Bastion,,,A,Workbooks enable custom dashboards from metrics and logs.,,monitoring;workbooks
Set13,Set13-Q027,Azure management & governance,Identity & access,medium,single,Which built‑in role grants read‑only permissions?,Reader,Owner,Contributor,User Access Administrator,,,A,Reader is least‑privilege read‑only access.,,rbac;reader
Set13,Set13-Q028,Azure management & governance,Identity & access,easy,single,Delegate RBAC to manage role assignments without full ownership:,User Access Administrator,Reader,Contributor,Tag Admin,,,A,User Access Administrator can manage role assignments.,,rbac;uaa
Set13,Set13-Q029,Azure management & governance,Governance & compliance,easy,single,Track compliance to a regulatory standard using:,Defender for Cloud regulatory compliance dashboard,Tags,Cost Analysis,ExpressRoute,,,A,Defender for Cloud maps controls to standards and shows compliance.,,security;compliance
Set13,Set13-Q030,Azure management & governance,Governance & compliance,hard,single,Scope a policy so it applies to many subscriptions at once:,Assign at a Management Group,Assign at a resource only,Only at resource group,Not possible,,,A,MG scope lets policies apply across subscriptions.,,policy;scope
Set13,Set13-Q031,Azure management & governance,Cost management,easy,single,Get emailed when spend forecast exceeds budget:,Budget alert,Azure Monitor metric alert,Activity log alert,Service Health alert,,,A,Budgets can email/trigger actions at thresholds/forecasts.,,cost;budget-alerts
Set13,Set13-Q032,Azure management & governance,Cost management,easy,single,Which gives rightsizing and idle resource recommendations?,Azure Advisor,Log Analytics,Service Health,Bastion,,,A,"Advisor suggests cost optimizations like rightsizing, shutting down idle VMs.",,cost;advisor
Set13,Set13-Q033,Azure management & governance,Security,medium,single,Centralize secret rotation policies and RBAC on secrets:,Key Vault,Storage account SAS only,GitHub Secrets only,Local files,,,A,Key Vault manages secrets/keys/certs with policies and RBAC.,,security;kv
Set13,Set13-Q034,Azure management & governance,Security,easy,single,Score and recommendations that drive secure posture improvements:,Secure score (Defender for Cloud),SLA percentage,Front Door WAF score,Azure Credits,,,A,Secure score summarizes security posture with recommended actions.,,security;secure-score
Set13,Set13-Q035,Azure management & governance,Resource protection,easy,single,Prevent accidental deletion and updates across a whole RG:,Resource lock at RG,NSG rule,Tag,Policy exemption,,,A,Lock at RG scope applies to all resources within.,,locks;rg
Set13,Set13-Q036,Azure management & governance,Resource organization,medium,single,Apply common RBAC/policies to child subscriptions:,Management Groups,Resource groups,Tags,Private DNS,,,A,Management Groups enable inheritance to subscriptions.,,governance;mg
Set13,Set13-Q037,Azure management & governance,Monitoring & audit,easy,single,Which log captures control‑plane operations?,Activity Log,App Insights traces,Metric logs,Firewall logs,,,A,Activity Log tracks create/update/delete operations in Azure.,,monitoring;activity-log
